objectid,title,format,object_template,object_download,image_small,image_thumb,catalog number,site,unit/quad,area,ctx,sub ctx,mat class 1,mat type 1,mat class 2,mat type 2,object name,object description,manufacture 1,manufacture 2,item count,portion represented,associated with cat no.,surface feature,plastics_plastic color 1,plastics_plastic color 2,ceramic_paste color,ceramic_glaze,ceramic_decoration 1,ceramic_decor 1 description,ceramic_decor 1 color,ceramic_decoration 2,ceramic_decor 2 description,ceramic_decor 2 color,ceramic_decoration 3,ceramic_decor 3 description,ceramic_decor 3 color,glass_glass color,glass_container shape,glass_finish description 1,glass_finish description 2,glass_base description 1,glass_base description 2,glass_shoulder description,glass_neck description,glass_decoration 1 glass,glass_decoration 2 glass,maker mark,maker,maker location,product,product manufacturer,product manufacturer location,thickness/gauge (cm),length/height (cm),metal_nail d size,width (cm),rim diameter (cm),base diameter (cm),date start,date end,comments,most representative photo,faunal_animal class,faunal_species,faunal_body part,faunal_element category,faunal_element,faunal_tooth listing,faunal_side,faunal_bone modification,faunal_butchering marks,faunal_quantity
MHS_243,[MHS_243] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,243,MHS,UNIT 22,,7,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, LARGE",UNKNOWN,UNKNOWN,OTHER,UNIDENTIFIED,,UNKNOWN,BURNT WHITE,,3
MHS_244,[MHS_244] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,244,MHS,UNIT 22,,7,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, SMALL",UNKNOWN,UNKNOWN,OTHER,UNIDENTIFIED,,UNKNOWN,BURNT WHITE,,3
MHS_245,[MHS_245] JAR MEDICINE/TOILETRY - BODY (1),image/jpg,image,,,,245,MHS,QUAD 11,DOWNHILL,SURFACE,,GLASS,GLASS,,,JAR,JAR MEDICINE/TOILETRY,AT LEAST 2 PART MOLD,,1,BODY,64,,,,,,,,,,,,,,,AMBER DARK,CYLINDRICAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_246,[MHS_246] BOTTLE BEVERAGE MISC - BODY (1),image/jpg,image,,,,246,MHS,QUAD 11,DOWNHILL,SURFACE,,GLASS,GLASS,,,BOTTLE,BOTTLE BEVERAGE MISC,AT LEAST 2 PART MOLD,,1,BODY,,PATINA,,,,,,,,,,,,,,AMBER,CYLINDRICAL,,,,,,,,,,,,,,,,,,,,,,,SEAM,,,,,,,,,,,
MHS_247,[MHS_247] BOTTLE MISC - BODY (1),image/jpg,image,,,,247,MHS,QUAD 11,DOWNHILL,SURFACE,,GLASS,GLASS,,,BOTTLE,BOTTLE MISC,AT LEAST 2 PART MOLD,,1,BODY,,PATINA,,,,,,,,,,,,,,NATURAL BLUE/GREEN,CYLINDRICAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_248,[MHS_248] BOTTLE BEVERAGE MISC - BODY (10),image/jpg,image,,,,248,MHS,QUAD 11,DOWNHILL,SURFACE,,GLASS,GLASS,,,BOTTLE,BOTTLE BEVERAGE MISC,AT LEAST 2 PART MOLD,,10,BODY,,,,,,,,,,,,,,,,AMBER,CYLINDRICAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_249,[MHS_249] BOTTLE BEVERAGE MISC - BODY (1),image/jpg,image,,,,249,MHS,QUAD 11,DOWNHILL,SURFACE,,GLASS,GLASS,,,BOTTLE,BOTTLE BEVERAGE MISC,AT LEAST 2 PART MOLD,,1,BODY,,,,,,,,,,,,,,,,AMBER DARK,CYLINDRICAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_250,[MHS_250] FLAT GLASS - BODY (2),image/jpg,image,,,,250,MHS,QUAD 11,DOWNHILL,SURFACE,,GLASS,GLASS,,,WINDOW GLASS,FLAT GLASS,,,2,BODY,,,,,,,,,,,,,,,,NATURAL BLUE/GREEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_251,[MHS_251] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,251,MHS,UNIT 22,,7,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIRD,CHICKEN,LIMB,BIRD-SPECIFIC,METATARSUS,,UNKNOWN,,,1
MHS_252,[MHS_252] CAST METAL MISC - UNKNOWN (12),image/jpg,image,,,,252,MHS,22,DOWNHILL,11,,METAL,IRON,,,CAST METAL MISC,CAST METAL MISC,CAST,,12,UNKNOWN,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLAT SHAPE,,,,,,,,,,,
MHS_253,[MHS_253] CAST METAL MISC - UNKNOWN (4),image/jpg,image,,,,253,MHS,22,DOWNHILL,11,,METAL,IRON,,,CAST METAL MISC,CAST METAL MISC,CAST,,4,UNKNOWN,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CURVED SHAPE,,,,,,,,,,,
MHS_254,[MHS_254] CAST METAL MISC - UNKNOWN (1),image/jpg,image,,,,254,MHS,22,DOWNHILL,11,,METAL,IRON,,,CAST METAL MISC,CAST METAL MISC,CAST,,1,UNKNOWN,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_255,[MHS_255] FOOT/FOOTING FURNITURE - BASE (2),image/jpg,image,,,,255,MHS,22,DOWNHILL,11,,METAL,IRON,,,FOOT/FOOTING FURNITURE,FOOT/FOOTING FURNITURE,CAST,,2,BASE,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEG PORTION OF FOOTING HAS EMBOSSING OF IV OR AI OR AL,,,,,,,,,,,
MHS_256,[MHS_256]  -  (1),image/jpg,image,,,,256,MHS,QUAD 6,DOWNHILL,,,GLASS,GLASS,,,,,,,1,,,,,,,,,,,,,,,,,7UP GREEN,,,,,,,,,,,,,,,,,,,,,,,,EGG SHAPED WITH BLACK AND WHITE DOTS,,,,,,,,,,,
MHS_257,[MHS_257] BOTTLE MISC - UNKNOWN (8),image/jpg,image,,,,257,MHS,QUAD 6,DOWNHILL,,,GLASS,GLASS,,,BOTTLE,BOTTLE MISC,,,8,UNKNOWN,,PATINA,,,,,,,,,,,,,,TRANSPARENT/CLEAR/COLORLESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_258,[MHS_258] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,258,MHS,UNIT 22,,9,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, MEDIUM",UNKNOWN,UNKNOWN,OTHER,UNIDENTIFIED FLAT BONE,,UNKNOWN,,,1
MHS_259,[MHS_259] BOTTLE BEVERAGE MISC - BODY (4),image/jpg,image,,,,259,MHS,QUAD 6,DOWNHILL,,,GLASS,GLASS,,,BOTTLE,BOTTLE BEVERAGE MISC,,,4,BODY,,,,,,,,,,,,,,,,AMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_260,[MHS_260] BOTTLE BEVERAGE MISC - UNKNOWN (4),image/jpg,image,,,,260,MHS,QUAD 6,DOWNHILL,,,GLASS,GLASS,,,BOTTLE,BOTTLE BEVERAGE MISC,,,4,UNKNOWN,,PATINA,,,,,,,,,,,,,,7UP GREEN,,,,,,,,,,,,,,,,,,,,,,,,"SMALL PART OF BASE, STIPPLED",,,,,,,,,,,
MHS_261,[MHS_261] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,261,MHS,UNIT 22,,9,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FISH,UNKNOWN,AXIAL,OTHER,VERTEBRAE,,N/A,,,1
MHS_262,[MHS_262] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,262,MHS,UNIT 22,,9,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIRD,UNKNOWN,UNKNOWN,OTHER,UNIDENTIFIED LONG BONE,,UNKNOWN,,,5
MHS_263,[MHS_263] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,263,MHS,UNIT 22,,9,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, SMALL",UNKNOWN,LIMB,OTHER,UNIDENTIFIED LONG BONE,,UNKNOWN,,,2
MHS_264,[MHS_264] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,264,MHS,UNIT 22,,9,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIRD,CHICKEN,LIMB,BIRD-SPECIFIC,CORACOID,,LEFT,,,1
MHS_265,[MHS_265] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,265,MHS,UNIT 22,,9,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIRD,CHICKEN,LIMB,BIRD-SPECIFIC,CORACOID,,RIGHT,,,1
MHS_266,[MHS_266] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,266,MHS,UNIT 22,,9,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIRD,UNKNOWN,AXIAL,OTHER,UNIDENTIFIED VERTEBRAE,,N/A,,,1
MHS_267,[MHS_267] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,267,MHS,UNIT 22,,9,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, LARGE",UNKNOWN,AXIAL,OTHER,UNIDENTIFIED,,UNKNOWN,,,10
MHS_268,[MHS_268] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,268,MHS,UNIT 22,,9,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, SMALL",UNKNOWN,LIMB,OTHER,UNIDENTIFIED,,UNKNOWN,SUN BLEACHED,,2
MHS_269,[MHS_269] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,269,MHS,UNIT 22,,9,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIRD,UNKNOWN,LIMB,BIRD-SPECIFIC,UNIDENTIFIED,,UNKNOWN,SUN BLEACHED,,1
MHS_270,[MHS_270] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,270,MHS,UNIT 22,,9,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIRD,UNKNOWN,LIMB,BIRD-SPECIFIC,UNIDENTIFIED,,UNKNOWN,,,1
MHS_271,[MHS_271] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,271,MHS,UNIT 22,,9,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIRD,UNKNOWN,AXIAL,OTHER,SCAPULA,,UNKNOWN,,,1
MHS_272,[MHS_272] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,272,MHS,UNIT 22,,9,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,OTHER,UNKNOWN,,UNKNOWN,"SUN BLEACHED, BURNT WHITE AND BLACK, STAINED GREEN (VARIES BY BONE BUT MANY HAVE 2 OR MORE)",,192
MHS_273,[MHS_273] BOTTLE BEVERAGE MISC - BASE (1),image/jpg,image,,,,273,MHS,QUAD 6,DOWNHILL,,,GLASS,GLASS,,,BOTTLE,BOTTLE BEVERAGE MISC,,,1,BASE,,,,,,,,,,,,,,,,BROWN,,,,STIPPLED FOOTRING,,,,,,'CLAB'',,,,,,,,,,,7,,,,,,,,,,,,,,
MHS_274,[MHS_274] BOTTLE BEVERAGE MISC - BODY (1),image/jpg,image,,,,274,MHS,QUAD 6,DOWNHILL,,,GLASS,GLASS,,,BOTTLE,BOTTLE BEVERAGE MISC,,,1,BODY,,,,,,,,,,,,,,,,7UP GREEN,,,,,,,,PAINTED/APPLIED COLOR LABEL,,'ET'',,,,,,,,,,,,,,,,,,,,,,,,,
MHS_275,[MHS_275] BOTTLE BEVERAGE MISC - FINISH (1),image/jpg,image,,,,275,MHS,QUAD 6,DOWNHILL,,,GLASS,GLASS,,,BOTTLE,BOTTLE BEVERAGE MISC,,,1,FINISH,,,,,,,,,,,,,,,,TRANSPARENT/CLEAR/COLORLESS,,CROWN FINISH,FLANGED LIP,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
MHS_276,[MHS_276] BOTTLE BEVERAGE MISC - FINISH (1),image/jpg,image,,,,276,MHS,QUAD 6,DOWNHILL,,,GLASS,GLASS,,,BOTTLE,BOTTLE BEVERAGE MISC,,,1,FINISH,,,,,,,,,,,,,,,,TRANSPARENT/CLEAR/COLORLESS,,,,,,,,,,,,,,,,,,,,2,,,,UNABLE TO DETERMINE SHAPE OF THE FINISH,,,,,,,,,,,
MHS_277,[MHS_277] BOTTLE MISC - UNKNOWN (1),image/jpg,image,,,,277,MHS,QUAD 6 ,DOWNHILL,,,GLASS,GLASS,,,BOTTLE,BOTTLE MISC,,,1,UNKNOWN,,,,,,,,,,,,,,,,NATURAL BLUE/GREEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_278,[MHS_278] CONTAINER GLASS MISC - UNKNOWN (1),image/jpg,image,,,,278,MHS,QUAD 6,DOWNHILL,,,GLASS,GLASS,,,GLASS,CONTAINER GLASS MISC,,,1,UNKNOWN,,PATINA,,,,,,,,,,,,,,TRANSPARENT/CLEAR/COLORLESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_279,[MHS_279] BOTTLE BEVERAGE MISC - UNKNOWN (2),image/jpg,image,,,,279,MHS,QUAD 6,DOWNHILL,,,GLASS,GLASS,,,BOTTLE,BOTTLE BEVERAGE MISC,,,2,UNKNOWN,,PATINA,,,,,,,,,,,,,,TRANSPARENT/CLEAR/COLORLESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_280,[MHS_280] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,280,MHS,UNIT 22,,9,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, MEDIUM",UNKNOWN,UNKNOWN,OTHER,UNIDENTIFIED,,UNKNOWN,SUN BLEACHED,,2
MHS_281,[MHS_281]  -  (),image/jpg,image,,,,281,MHS,UNIT 22,,9,,ORGANIC,SHELL,,,SHELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,SHELL,OTHER,SHELL,,N/A,,,1
MHS_282,[MHS_282] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,282,MHS,UNIT 22,,10,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, MEDIUM",UNKNOWN,UNKNOWN,OTHER,UNIDENTIFIED,,UNKNOWN,,,3
MHS_283,[MHS_283] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,283,MHS,UNIT 22,,10,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, MEDIUM",UNKNOWN,UNKNOWN,OTHER,UNIDENTIFIED,,UNKNOWN,"SUN BLEACHED, COPPER RUST",,1
MHS_284,[MHS_284] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,284,MHS,UNIT 22,,10,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, SMALL",UNKNOWN,UNKNOWN,OTHER,UNIDENTIFIED,,UNKNOWN,SUN BLEACHED ,,1
MHS_285,[MHS_285] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,285,MHS,UNIT 22,,10,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, SMALL",UNKNOWN,UNKNOWN,OTHER,UNIDENTIFIED,,UNKNOWN,BURNT BLACK,,1
MHS_286,[MHS_286] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,286,MHS,UNIT 22,,10,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, SMALL",UNKNOWN,UNKNOWN,OTHER,UNIDENTIFIED,,UNKNOWN,,,1
MHS_287,[MHS_287] BONE ANIMAL UNWORKED -  (),image/jpg,image,,,,287,MHS,UNIT 22,,10,,ORGANIC,BONE,,,BONE,BONE ANIMAL UNWORKED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MAMMAL, SMALL",UNKNOWN,UNKNOWN,OTHER,UNIDENTIFIED,,UNKNOWN,,,5
MHS_288,[MHS_288]  -  (),image/jpg,image,,,,288,MHS,UNIT 22,,10,,ORGANIC,SHELL,,,SHELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,UNKNOWN,SHELL,OTHER,SHELL,,UNKNOWN,,,2
MHS_289,[MHS_289] NAIL CUT COMMON - WHOLE/ENTIRE/COMPLETE (1),image/jpg,image,,,,289,MHS,QUAD2,,SUR,,METAL,IRON,,,NAIL,NAIL CUT COMMON,MACHINE CUT,,1,WHOLE/ENTIRE/COMPLETE,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.25,6D,,,,,,,,,,,,,,,,,
MHS_290,[MHS_290] NAIL - WHOLE/ENTIRE/COMPLETE (1),image/jpg,image,,,,290,MHS,QUAD2,,SUR,,METAL,IRON,,,NAIL,NAIL,MACHINE CUT,,1,WHOLE/ENTIRE/COMPLETE,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5D,,,,,,BETWEEN 5 AND 6D,,,,,,,,,,,
MHS_291,[MHS_291] NAIL WIRE COMMON - WHOLE/ENTIRE/COMPLETE (1),image/jpg,image,,,,291,MHS,QUAD2,,SUR,,METAL,IRON,,,NAIL,NAIL WIRE COMMON,WIRE DRAWN,,1,WHOLE/ENTIRE/COMPLETE,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,16D,,,,,,,,,,,,,,,,,
MHS_292,[MHS_292] NAIL WIRE COMMON - WHOLE/ENTIRE/COMPLETE (3),image/jpg,image,,,,292,MHS,QUAD2,,SUR,,METAL,IRON,,,NAIL,NAIL WIRE COMMON,WIRE DRAWN,,3,WHOLE/ENTIRE/COMPLETE,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,3D,,,,,,BETWEEN 3 AND 4D,,,,,,,,,,,
MHS_293,[MHS_293] NAIL WIRE COMMON - WHOLE/ENTIRE/COMPLETE (1),image/jpg,image,,,,293,MHS,QUAD2,,SUR,,METAL,IRON,,,NAIL,NAIL WIRE COMMON,WIRE DRAWN,,1,WHOLE/ENTIRE/COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,5D,,,,,,,,,,,,,,,,,
MHS_294,[MHS_294] JAR LID - RIM (1),image/jpg,image,,,,294,MHS,QUAD2,,SUR,,METAL,IRON,,PEWTER,CAP/LID,JAR LID,MACHINE MADE,,1,RIM,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,'WILSON'S B'',WILSON AND CO,USA,EXTRACT OF MEAT,,,,,,,6,,,,,,,,,,,,,,,
MHS_295,[MHS_295] WEB/NET - SHAFT (3),image/jpg,image,,,,295,MHS,QUAD2,,SUR,,METAL,IRON,,,SCRAP METAL,WEB/NET,MACHINE MADE,,3,SHAFT,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,3,,,,,,,,,,,,,,,,
MHS_296,[MHS_296] NAIL CUT COMMON - WHOLE/ENTIRE/COMPLETE (3),image/jpg,image,,,,296,MHS,22,,5,,METAL,IRON,,,NAIL,NAIL CUT COMMON,MACHINE CUT,,3,WHOLE/ENTIRE/COMPLETE,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,6.5,8,,,,,,,,,,,,,,,,,
MHS_297,[MHS_297] NAIL CUT COMMON - WHOLE/ENTIRE/COMPLETE (2),image/jpg,image,,,,297,MHS,22,,5,,METAL,IRON,,,NAIL,NAIL CUT COMMON,MACHINE CUT,,2,WHOLE/ENTIRE/COMPLETE,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,7.75,10,,,,,,,,,,,,,,,,,
MHS_298,[MHS_298] NAIL CUT FINISHING - WHOLE/ENTIRE/COMPLETE (1),image/jpg,image,,,,298,MHS,22,,5,,METAL,IRON,,,NAIL,NAIL CUT FINISHING,MACHINE CUT,,1,WHOLE/ENTIRE/COMPLETE,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,6.5,8,,,,,,,,,,,,,,,,,
MHS_299,[MHS_299] NAIL CUT COMMON - WHOLE/ENTIRE/COMPLETE (2),image/jpg,image,,,,299,MHS,22,,5,,METAL,IRON,,,NAIL,NAIL CUT COMMON,MACHINE CUT,,2,WHOLE/ENTIRE/COMPLETE,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,5.25,6,,,,,,,,,,,,,,,,,
MHS_300,[MHS_300] CAP BOTTLE - WHOLE/ENTIRE/COMPLETE (2),image/jpg,image,,,,300,MHS,22,,5,,METAL,STEEL,,,CAP/LID,CAP BOTTLE,MACHINE MADE,,2,WHOLE/ENTIRE/COMPLETE,,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,3,,,,PROBABLY A BEER LID/CAP,,,,,,,,,,,
MHS_301,[MHS_301] CAP BOTTLE - LID/CAP (5),image/jpg,image,,,,301,MHS,22,,5,,METAL,STEEL,,,CAP/LID,CAP BOTTLE,MACHINE MADE,,5,LID/CAP,302,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,3,,,,PROBABLY A BEER LID/CAP,,,,,,,,,,,
MHS_302,[MHS_302] CAP BOTTLE - LID/CAP (14),image/jpg,image,,,,302,MHS,22,,5,,METAL,STEEL,,,CAP/LID,CAP BOTTLE,MACHINE MADE,,14,LID/CAP,301,OXIDIZED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,3,,,,PROBABLY A BEER LID/CAP,,,,,,,,,,,
MHS_303,[MHS_303] TABLEWARE - RIM (1),image/jpg,image,,,,303,MHS,22,DOWNHILL,18,,CERAMIC,WHITEWARE,,,TABLEWARE,TABLEWARE,,,1,RIM,,,,,WHITE,LEAD,TRANSFERPRINT,GREEN FLORAL TRANSFERPRINT,GREEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_304,[MHS_304] FLATWARE - BASE (1),image/jpg,image,,,,304,MHS,22,DOWNHILL,18,,CERAMIC,WHITEWARE,,,FLATWARE,FLATWARE,,,1,BASE,,,,,WHITE,LEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_305,[MHS_305] TABLEWARE - BASE (1),image/jpg,image,,,,305,MHS,22,DOWNHILL,18,,CERAMIC,REDWARE REFINED,,,TABLEWARE,TABLEWARE,,,1,BASE,,,,,RED,LEAD,JACKFIELD,OPAQUE BLACK GLAZE,BLACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,
MHS_306,[MHS_306] TABLEWARE - RIM (1),image/jpg,image,,,,306,MHS,22,DOWNHILL,10,,CERAMIC,IRONSTONE,,,TABLEWARE,TABLEWARE,,,1,RIM,307,,,,WHITE,LEAD,TRANSFERPRINT,FLORAL PRINT LIGHT BLUE,BLUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_307,[MHS_307] TABLEWARE - BODY (1),image/jpg,image,,,,307,MHS,22,DOWNHILL,10,,CERAMIC,IRONSTONE,,,TABLEWARE,TABLEWARE,,,1,BODY,306,,,,WHITE,LEAD,TRANSFERPRINT,FLORAL PRINT LIGHT BLUE,BLUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_308,[MHS_308] TABLEWARE - BODY (2),image/jpg,image,,,,308,MHS,13,COURTYARD,6,,CERAMIC,WHITEWARE,,,TABLEWARE,TABLEWARE,,,2,BODY,,,,,WHITE,LEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_309,[MHS_309] TABLEWARE - BASE (1),image/jpg,image,,,,309,MHS,13,COURTYARD,6,,CERAMIC,WHITEWARE,,,TABLEWARE,TABLEWARE,,,1,BASE,,,,,WHITE,LEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,
MHS_310,[MHS_310] TABLEWARE - RIM (1),image/jpg,image,,,,310,MHS,22,DOWNHILL,4,,CERAMIC,IRONSTONE,,,TABLEWARE,TABLEWARE,,,1,RIM,,,,,WHITE,LEAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_311,[MHS_311] HOLLOWARE - BODY (1),image/jpg,image,,,,311,MHS,22,DOWNHILL,6,,CERAMIC,PORCELAIN,,,HOLLOWARE,HOLLOWARE,,,1,BODY,,,,,WHITE,LEAD,HAND PAINTED UNDERGLAZE,LIGHT GREEN AND BLUE WASH WITH SMALL BROWN CIRCLE IN CORNER OF SHERD AND NO DECORATION ON INTERIOR,BLUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MHS_312,[MHS_312] HOLLOWARE - BODY (1),image/jpg,image,,,,312,MHS,22,DOWNHILL,6,,CERAMIC,PORCELAIN,,,HOLLOWARE,HOLLOWARE,,,1,BODY,,,,,WHITE,LEAD,HANDPAINTED OVERGLAZE,SMALL RED BAND AND SMALL RED LINES ON INTERIOR,RED,GILT (GOLD OR SILVER),SMALL REMNANT OF GILT,GOLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
